index,sentence,label
1662,"Here are some of the shows, specials and movies coming to TV this week, Jan. 24-30.",1
1663,"WASHINGTON — A panel of three federal judges threw out Alabama’s congressional map on Monday and ordered state lawmakers to draw a new one with two, rather than just one, districts that are likely to elect Black representatives.",1
1664,"The Pentagon announced yesterday that it had put 8,500 American troops on “high alert” for possible deployment to Eastern Europe, as NATO and the U.S. braced for a possible Russian invasion of Ukraine.",1
1665,We’ll look at Mayor Eric Adams’s “Blueprint to End Gun Violence.” We’ll also look at a pleasantly retro sculpture with a one-word message: “Hopeful.”,1
1666,"The American ski racer Breezy Johnson, a top contender for a gold medal at next month’s Beijing Olympics in the women’s downhill, said on Monday that she would not compete in the Games because of torn right knee cartilage she sustained in the second of two high-speed training crashes this month.",1
1667,"“And never say of anything, ‘Indeed, I will do that tomorrow,’ except [when adding], ‘If Allah wills.’”",1
1668,"As some 3,000 athletes, their retinues and the media converge on Beijing, the Chinese government has gone to extraordinary lengths to prevent the 24th version of the Winter Olympics, which open Feb. 4, from becoming a Covid superspreading event.",1
1669,"WASHINGTON — The Supreme Court agreed on Monday to decide whether race-conscious admissions programs at Harvard and the University of North Carolina are lawful, raising serious doubts about the future of affirmative action in higher education.",1
1672,"JERUSALEM — A medical panel advising the Israeli government has recommended making fourth coronavirus vaccine doses available to people age 18 and over, the Health Ministry said on Tuesday, citing what it suggested were some early signs of the effectiveness of an additional shot in helping prevent serious illness.",1
1673,Now the organization is looking to extend its work into theater.,1
1674,"In this webinar, science educators will discuss how they use New York Times reporting and multimedia to connect their classrooms to the current events shaping our world.",1
1675,"Sony Music has acquired the entire recorded music catalog of Bob Dylan, including all his previous albums and “the rights to multiple future releases,” the company announced on Monday.",1
1676,"ROME — A joint session of Italian parliament and some regional delegates, known as “great electors,” began a secret ballot on Monday to elect the next Italian president to replace the current office holder, Sergio Mattarella, as the country’s head of state.",1
1678,"Valentines to mail have already filled store racks, so it’s not too soon to think about valentines to bake.",1
1682,"President Emmanuel Macron of France and Chancellor Olaf Scholz warned that a Russian attack on Ukraine would lead to a serious response, though Germany’s economic ties have complicated its stance.",1
1683,"This week the New York spot is relocating several doors south to larger ground floor quarters with triple the number of seats, indoors and out.",1
1684,"The menu has also expanded to include more breakfast items, lunch tartines, salads and vegetable dishes, but dinner is not an option yet.",1
1687,He said it would allow him to directly communicate with Chinese-Australians and better understand the issues that concerned them.,1
1688,"WASHINGTON — A group of lawyers is working to disqualify from the ballot a right-wing House Republican who cheered on the Jan. 6 rioters unless he can prove he is not an “insurrectionist,” disqualified by the Constitution from holding office, in a case with implications for other officeholders and potentially former President Donald J. Trump.",1
1689,We’ll look at a lawsuit about legal advice from nonlawyers.,1
1690,"We’ll also look at a dog run that was linked — on social media, at least — to the bacterial disease leptospirosis.",1
1692,"Published this week in JAMA Internal Medicine, the study used data about physical activity and death rates for thousands of American adults to estimate how many deaths every year might be averted if everyone exercised more.",1
1693,"A year ago last week, Joe Biden was inaugurated as president of a country poised between two possible post-pandemic futures — one more dynamic and one more stagnant, one in which the shock of Covid-19 shoved American society out of our ruts and repetitions and one in which the pandemic only deepened our stagnation.",1
1694,There couldn’t be a better time for wearable technology to shine.,1
1695,"On Saturday, however, they don’t have to stay up for commemorations of a different stripe: virtual festivities to celebrate the Year of the Tiger, the soon-to-arrive Lunar New Year.",1
1696,"Wind energy projects are being proposed around the world to help meet climate goals, but the largest maker of turbines is finding that supply chain issues and pandemic lockdowns are hampering wind farm construction and hurting financial results.",1
1697,Stephen Breyer has just done something that liberal Supreme Court justices in the modern era don’t always do: He has timed his retirement so that an ideologically similar justice is likely to replace him.,1
1698,"Teresa Reichlen, a New York City Ballet principal dancer for the past 13 years, announced on Wednesday that she would retire from the company and give her farewell performance in George Balanchine’s “Swan Lake.”",1
1699,"Southwest Airlines on Thursday reported a $68 million profit for the final three months of last year as it struggled to shake off setbacks caused by the Omicron variant of the coronavirus, which has delayed the travel recovery and is expected to drag the airline to a loss in the first three months of this year.",1
1700,"Should I tell the truth eventually, and if so, how?",1
1701,"BERLIN — After weeks of scrutiny for its less-than-firm diplomatic stance against Russia, the German government announced that it would send 5,000 combat helmets to help Ukraine defend itself in case of an attack by Moscow.",1
1702,President Biden’s pledge to nominate a Black woman to the Supreme Court — which appears to be on the verge of being fulfilled — has generated howls of criticism from some conservatives.,1
1703,"SoftBank announced on Friday that Marcelo Claure, a top deputy to the company’s founder, Masayoshi Son, will step down as its chief operating officer.",1
1704,WASHINGTON — Defense Secretary Lloyd J. Austin III ordered the military on Thursday to strengthen its efforts to prevent civilian deaths and to improve the way it investigates and acknowledges claims of civilian harm in U.S. combat operations.,1
1705,"Federal Reserve officials signaled on Wednesday that they were on track to raise interest rates in March, given that inflation has been running far above policymakers’ target and that labor market data suggests employees are in short supply.",1
1706,Ways to start — and stick with — a fitness routine,1
1707,"Attention quickly turned on Wednesday to Judge Ketanji Brown Jackson as one of a small number of likely options who could fulfill President Biden’s pledge to nominate the first Black woman to the Supreme Court, after the disclosure that Justice Stephen G. Breyer has decided to retire.",1
1708,"WASHINGTON — Justice Stephen G. Breyer, who is expected to retire after 27 years on the Supreme Court, leaves a legacy as a moderate liberal who worked hard to build consensus and protect the reputation of the court even as it moved sharply to the right in recent years.",1
1709,"While Democrats failed last week to upend the Senate filibuster to pass new voting rights laws, they do not have to change any rules to thwart a Republican filibuster against a Supreme Court nominee — those changes have already been made.",1
1710,"The path to the best-picture Oscar almost always winds its way through the screenplay categories, so Thursday’s feature-film nominations from the Writers Guild of America could clarify the top contenders of this awards season.",1
1711,"WASHINGTON — Biden administration officials and Democrats in Congress are pushing to revive stalled legislation that would pour billions of dollars into scientific research and development and shore up domestic manufacturing, amid deep differences on Capitol Hill about the best way to counter China and confront persistent supply chain woes.",1
1712,"Less than a month ago, after Patrick Mahomes’s Kansas City team was bested by Joe Burrow’s Cincinnati Bengals, Mahomes congratulated Burrow with a handshake on the field and mentioned casually that the two would see each other again in the postseason.",1
1713,"Flanked by rebel combatants and Russian forces to the east and Russian ships to the south, Mariupol is one place where President Vladimir Putin’s forces could attack first, or stage a provocation.",1
1714,"WASHINGTON — Black and progressive allies of President Biden, discouraged by dispiriting legislative losses on social spending and voting rights, said on Wednesday that they see the chance for Mr. Biden to name a replacement for Justice Stephen G. Breyer as a welcome opportunity for a shift in focus and a much-needed win.",1
1715,"If Jan. 1 didn’t feel like quite the annual reset you were hoping for, you can celebrate now by cooking for the Lunar New Year.",1
1716,"For this Year of the Tiger, it begins on Feb. 1, and the inaugural feast commences the night before.",1
1717,"We’ll look at how recent episodes of gun violence are testing the resolve of Alvin Bragg, the new Manhattan district attorney.",1
1718,"Miguel Cardona, the education secretary, said reopening the nation’s schools without addressing the time lost from learning during the pandemic would be insufficient, and called on schools to use federal stimulus funds to invest in mental health counseling and tutoring.",1
1719,"After the U.S. and NATO presented a written response to Russia’s demands regarding Ukraine, the Kremlin warned that there was “not much cause for optimism.” President Vladimir Putin is taking his time to study the response as fears of a Russian attack on Ukraine grow by the day.",1
1720,"With three children and a fourth on the way, a young couple planned a return to their home state of California — but did most of their searching from Denver.",1
1721,There are a lot of encouraging signs in the U.S. right now about what comes after the Omicron variant of the coronavirus.,1
1722,"Every new year, after the excesses of the holiday period, millions of people make resolutions to overhaul their eating habits, spurred on by books, apps and experts, all promising the secret to lasting weight loss.",1
1723,"WASHINGTON — John Kerry, President Biden’s global climate envoy, warned nations Thursday that the world is “not on a good track” to meet its goal of pivoting away from fossil fuels in order to avoid the most dangerous consequences of climate change.",1
1725,"WASHINGTON — Lawmakers from both parties and both houses of Congress on Thursday rushed to influence President Biden’s choice for the first Black woman to serve on the Supreme Court, with Republicans warning against a “radical” pick and a senior Democrat pushing what he called a consensus choice.",1
1726,"Goli Sheikholeslami, the head of New York Public Radio, will become Politico’s new chief executive, Axel Springer announced on Monday.",1
1727,"LONDON — Britain’s housing secretary announced plans on Monday to overhaul the government’s approach to building safety issues across England, saying the financial burden should fall on developers to address lapses in fire safety in hundreds of apartment blocks.",1
1728,"This past December, I met the abstract artist Rochelle Feinstein at her studio — a 900-square-foot space in an industrial office building in Queens, N.Y. — to discuss her upcoming exhibition, “You Again,” a survey of her work that will be displayed simultaneously in six independent galleries in Paris, Zurich, New York, Miami and Los Angeles, beginning this month at Bridget Donahue and Candice Madey in Manhattan.",1
1729,"The partners are looking for a two-story location in Central Harlem with more than 20,000 square feet of space.",1
1730,"After the U.S. and NATO presented a written response to Russia’s demands regarding Ukraine, the Kremlin warned that there was “not much cause for optimism.” As fears of a Russian attack on Ukraine grow by the day, Vladimir Putin, the Russian president, is taking his time to study the response, his spokesman, Dmitri Peskov, said.",1
1731,"“We won’t rush to any conclusions,” he added.",1
1733,"To judge by Russia’s propaganda machine, where media moguls are predicting a victory “in 48 hours,” the answer is an emphatic yes.",1
1734,The Biden administration today released the details of its plan to allow Americans to be reimbursed for at-home virus tests through private insurance.,1
1735,"American officials expressed confidence that the meeting, planned to be broadcast live on Monday, would proceed.",1
1736,"WASHINGTON — The number of Russian troops at Ukraine’s border has remained steady in recent weeks, despite U.S. intelligence predictions of a surge, but American officials say that President Vladimir V. Putin has begun taking steps to move military helicopters into place, a possible sign that planning for an attack continues.",1
1737,"Earlier this week, Mayor Eric Adams released a 15-page document, “The Blueprint to End Gun Violence,” with the purpose of alleviating a “public health crisis that continues to threaten every corner of the city.” It was work, the introduction maintained, that “will take all of us.”",1
1738,"As Trump flirts with another run in 2024, the party’s strategy is very much a live discussion today.",1
1739,"After being walloped in 2020 and 2021, organizers of major late winter and early spring events, from the Super Bowl to the National Cherry Blossom Festival, were hoping 2022 would offer a return to normal.",1
1741,"Joni Mitchell said Friday that she would remove her music from Spotify, joining Neil Young in his protest against the streaming service over its role in giving a platform to Covid-19 vaccine misinformation.",1
1742,"As a powerful storm moved up the East Coast on Friday, the National Weather Service issued several blizzard warnings, predicted blizzard conditions and even warned that parts of New England could experience a “historical blizzard.”",1
1743,"Residents in Mariupol, a Ukrainian frontline city rocked by shelling in 2015, mourn the dead as they brace for a potential Russian escalation.",1
1744,"A powerful winter storm that the National Weather Service classified as a “bomb cyclone” began pummeling eastern Massachusetts on Saturday, dropping as much as a foot of snow from Long Island to New England, where people were bracing for flooding, more snow and near-hurricane strength winds.",1
1745,The world is not ready for the coming electoral tsunami.,1
1746,Questions about Tom Brady’s future intensified on Saturday after reports surfaced that he planned to retire after 22 seasons in the N.F.L.,1
1747,"Charlie Baker said at a news conference, while Boston had seen about two feet — nearly a record — with another two to four inches expected before the snow tapers off tonight.",1
1748,"CONROE, Texas — Donald J. Trump said on Saturday that if elected to a new term as president, he would consider pardoning those prosecuted for attacking the United States Capitol on Jan. 6 last year.",1
1749,"The Federal Reserve is taking steps to cool off the economy, as questions loom about the course of the recovery.",1
1750,"The Fed’s preferred measure of inflation, the personal consumption expenditures index, was 5.8 percent in December, the fastest pace since 1982 and one that could be disastrous for the political prospects of President Biden and his fellow Democrats in the November midterm elections.",1
1751,"New York City officials said Sunday that they were launching a program for residents to get antiviral Covid pills delivered directly to their homes for free, though supplies of the drugs remained limited.",1
1752,"For the Bengals to win, they would need to make some adjustments.",1
1753,"We’re heading toward the Super Bowl, a time of joy and anticipation for most sports fans.",1
1754,He has no plans to watch the big game.,1
1755,"Here are some of the shows, specials and movies coming to TV this week, Jan. 21-Feb. 6.",1
1757,Officials have warned Olympians that protest could bring prosecution.,1
1758,The costs of our current approach in areas like children’s education and mental health are becoming high.,1
1759,"The Omicron variant has dampened the plans of tens of millions of people across several Asian countries to travel during the Lunar New Year, as officials battle the pandemic for a third year.",1
1760,"Over the weekend, Spotify’s C.E.O., Daniel Ek, said that the service would add a “content advisory” to some podcasts and Rogan pledged to “balance things out.”",1
1762,"WASHINGTON — The Biden administration on Monday reinstated a way of measuring the benefits of reducing air pollution, the first step in a plan that could tighten limits on the amount of mercury that can be discharged from coal-burning power plants.",1
1763,"Today, I want to broaden the scope a bit and talk about higher education in general and what life might be like after the Supreme Court ultimately decides the fate of affirmative action.",1
1764,The White House said it was prepared to impose specific economic sanctions on individuals “in or near the inner circle of the Kremlin” as well as their family members.,1
1765,The White House said on Monday that it had developed “specific sanctions packages” to strike at Russian “elites” who are “in or near the inner circle of the Kremlin” should President Vladimir V. Putin order an invasion of Ukraine.,1
1766,"WASHINGTON — The United States and its European allies appear on the cusp of restoring the deal that limited Iran’s nuclear program, Biden administration officials said on Monday, but cautioned that it is now up to the new government in Tehran to decide whether, after months of negotiations, it is willing to dismantle much of its nuclear production equipment in return for sanctions relief.",1
1767,"With large-scale Russian military exercises set to begin in Belarus, the United States has ordered the departure of family members of U.S. government employees, citing “an increase in unusual and concerning Russian military activity near the border with Ukraine.”",1
1768,Are you looking forward to the Year of the Tiger?,1
1769,A new vacancy on the Supreme Court means a new round of political theater over the beliefs and qualifications of the president’s eventual nominee.,1
1770,"Now that the Biden administration’s nationwide coronavirus vaccine mandate for large companies has been overturned by the Supreme Court, employers are left to navigate a thicket of state and local rules.",1
1771,The Ukrainian military is training civilians to help defend against a possible Russian invasion and occupation.,1
1772,"Whoopi Goldberg, the comedian and actress who is also a co-host of the ABC talk show “The View,” will be suspended for two weeks, the network announced Tuesday night, after she said repeatedly during an episode of the show that aired on Monday that the Holocaust was not about race, comments that come at a time of rising antisemitism globally.",1
1773,"Tesla is recalling 54,000 cars equipped with its Full Self-Driving software to disable a feature that in certain conditions lets the vehicles roll slowly through intersections without stopping.",1
1774,"“More than 250 million of those pounds have been just since the start of the pandemic.” The chef Eric Ripert, who is vice chairman of the City Harvest board, added, “With this gigantic building, we could increase what we handle.” (Full disclosure: I wrote “City Harvest: 100 Recipes from Great New York Restaurants,” published in 2015 as a fund-raiser for the group.)",1
1775,If you’re going to stage a revival of the seldom performed but dearly remembered 1983 Broadway musical “The Tap Dance Kid” — as Encores!,1
1776,"As a fire at a fertilizer plant in Winston-Salem, N.C., burned for a third day on Wednesday, officials said they would indefinitely maintain a one-mile voluntary evacuation zone around the plant and were ordering firefighters to keep their distance because of the risk of an explosion.",1
1777,"MOSCOW — President Vladimir V. Putin said on Tuesday that the United States was trying to pull Russia into an armed conflict over Ukraine that his government did not want and signaled he was prepared to engage in more diplomacy, even as he insisted that NATO’s presence in Eastern Europe threatened world peace.",1
1778,"Senator Ben Ray Luján, Democrat of New Mexico, suffered a stroke last week and is expected to make a full recovery, his chief of staff said on Tuesday.",1
1780,"WASHINGTON — Pfizer and its partner, BioNTech, asked the Food and Drug Administration on Tuesday to authorize two doses of their coronavirus vaccine for children younger than 5 while the companies continue to research whether three doses would be more effective for the age group.",1
1781,"BEIJING — As the United States moves to exert maximal pressure on Russia over fears of a Ukraine invasion, the Russian leader, Vladimir V. Putin, has found relief from his most powerful partner on the global stage, China.",1
1782,"WASHINGTON — As the United States saw a nearly vertical increase in coronavirus cases in late December and a growing backlash over a shortage of rapid tests, President Biden promised that his administration would mail 500 million of them to Americans, free of charge.",1
1783,"With the midterm elections just nine months away, the Democrats face some hefty existential questions that need answers: Who are they in this post- and possibly pre-Trump era of American politics?",1
1784,"To Chinese officials, the creation of a vast bubble was their best (and maybe only) hope to stage the Olympic Games safely and preserve the kind of “zero Covid” policy that has been a priority for the government and a point of national pride.",1
1785,Note: Our 2022 STEM Writing Contest is open from Feb. 2 to March 9.,1
1786,"Officials from OPEC countries and their allies agreed on Wednesday to continue feeding a modest amount of additional oil into an increasingly tight market, a move that may add new uncertainty to energy markets.",1
1787,"We are almost at the halfway point for earnings season, and jittery investors are looking to corporate financial reports for direction after inflation, geopolitics and other worries dragged down markets last month.",1
1788,Now economists are wondering if the persistently high prices could pressure the European Central Bank to change its position that the situation is temporary.,1
1789,The wait for vaccine approval for under-5s (which may be over soon) was a part of that.,1
1790,"After two years of cancellations and weather-dependent outdoor performances, the Jacob’s Pillow dance festival is making its return to the theater.",1
1791,"The second, due this week, is a new podcast she’s hosting called “The Deck.”",1
1792,The storm dropped heavy snow in parts of the Midwest as forecasters warned that it could bring dangerous accumulations of ice to the South.,1
1793,"President Biden has approved the deployment of about 3,000 additional U.S. troops to Eastern Europe to reassure NATO allies anxious over tensions surrounding Ukraine.",1
1794,"The U.S. broadcast coverage of the 2022 Winter Games continues on Wednesday night with hockey, curling and Alpine skiing.",1
1795,"Four months after reports that the head of one its most prestigious programs had abruptly resigned, Yale University is forming a committee to review its gift policies to ensure that academic freedom would be safeguarded from undue donor influence.",1
1796,"WASHINGTON — A senior House Democrat called on Wednesday for the resignation of Louis DeJoy, the postmaster general, saying he flouted President Biden’s plan to electrify the federal fleet by placing a multibillion-dollar order for mostly gasoline-powered vehicles.",1
1797,"We’ll look at the plan for redrawing New York State’s congressional districts, a partisan plan approved by the Democratic-controlled Legislature.",1
1798,"For months, most discussions about the Olympic women’s hockey tournament have focused on the prospect of another epic final between the United States and Canada.",1
1799,"Thomas Bach, the president of the International Olympic Committee, said Thursday that he would meet at the Winter Olympics with Peng Shuai, the tennis player from China who largely disappeared from public life after making sexual abuse accusations against a political official in November.",1
1800,The January jobs report is arriving at a critical time for the U.S. economy.,1
1801,"BEIJING — Ahead of his visit to Beijing for the opening of the Winter Olympics, President Vladimir V. Putin of Russia pledged on Thursday to deepen his country’s diplomatic and economic ties with China in ways that would counter American power and influence.",1
1802,"The film is screening on Friday and Feb. 15 as part of the Museum of Modern Art’s series Dames, Janes, Dolls and Canaries, which runs through Feb. 19.",1
1803,Sarah Bloom Raskin’s past statements on climate regulation are stoking heated Republican opposition to her nomination to be the Federal Reserve’s vice chair for supervision and could leave President Biden’s pick with a narrow path to confirmation.,1
1804,The attack raises a question: Could the Islamic State group be on the cusp of a resurgence?,1
1805,I will deliver remarks to the American people later this morning.,1
1806,"The European Central Bank on Thursday kept to its cautious approach in the face of record inflation in the eurozone, but Christine Lagarde, the bank’s president, acknowledged that “the situation has indeed changed” and refused to rule out a rate increase in 2022.",1
1807,"I have offered to pay for a smaller place for him (without my brother), but he wants to stay in their house — possibly so my brother has a place to live.",1
1808,"At a time when the future of theatergoing remains very much in question, Netflix revealed a film lineup for 2022 that is again chock-full of A-list stars and directors, giving viewers plenty of reasons to watch movies at home.",1
1809,Next Thursday we’re hosting a webinar about teaching science with The New York Times.,1
1810,Greg Abbott of Texas reassured the state’s 29 million residents on Thursday that the power grid was expected to hold despite freezing temperatures across a large swath of the state.,1
1811,"WASHINGTON — The United States has acquired intelligence about a Russian plan to fabricate a pretext for an invasion of Ukraine using a faked video that would build on recent disinformation campaigns, according to senior administration officials and others briefed on the material.",1
1812,"The winter storm sweeping across much of the United States led to thousands of flight cancellations and delays on Thursday, with many more likely throughout the day.",1
1813,"With New York’s coronavirus cases declining, some Wall Street firms are recycling their favorite human resources message: back to the office, for real this time.",1
1814,Coronavirus infections among athletes continue to jeopardize medal hopes in Beijing.,1
1815,"The U.S. broadcast coverage of the 2022 Winter Games continues on Thursday with figure skating, skiing and hockey.",1
1816,"‘(re)Motel’When to watch: Season 2 arrives Friday, on Discovery+.",1
1817,More governments across the world are saying they’re ready to “live with the virus.”,1
1818,"Mario Rodriguez Graniel and Guy Rejwan were visiting Florence, Italy, in November 2019 when Mr. Graniel said that he felt “the time was right to discuss any special engagement plans for the near future” with Mr. Rejwan, whom Mr. Graniel had been dating for three years.",1
1819,We’ll look at the strategies that President Biden outlined to help New York City fight gun violence.,1
1820,"The U.S. broadcast coverage of the 2022 Winter Games continues on Friday with curling, figure skating and the opening ceremony.",1
1821,"A century after Ernest Shackleton’s ship Endurance sank in the waters of Antarctica, resulting in one of the greatest survival stories in the history of exploration, a team of modern adventurers, technicians and scientists is setting sail to find the wreck.",1
1822,"WASHINGTON — President Biden flexed America’s military power in hopes of deterring a Russian invasion of Ukraine with his announcement this week that 3,000 U.S. troops were heading to Eastern Europe.",1
1823,"WASHINGTON — Senior Biden administration officials told lawmakers this past week that they believed the Russian military had assembled 70 percent of the forces it would need to mount a full invasion of Ukraine, painting the most ominous picture yet of the options that Russia’s president, Vladimir V. Putin, has created for himself in recent weeks.",1
1825,"WASHINGTON — Two senators working on an overhaul of the little-known law that former President Donald J. Trump and his allies tried to use to overturn the 2020 election pledged on Sunday that their legislation would pass the Senate, saying that recent revelations about the plot made their work even more important.",1
1826,"Broadcast coverage of the 2022 Winter Games continues in the United States on Sunday evening with events in ice hockey, men’s luge and figure skating.",1
1827,U.S. broadcast coverage of the 2022 Winter Games in the early morning hours on Monday.,1
1828,She seemed to establish herself as her nation’s best hope for more medals in the years to come.,1
1829,The standoff with Russia over Ukraine is at a critical point.,1
1830,"Here are some of the shows, specials and movies coming to TV this week, Feb. 7-Feb. 13.",1
1831,"OCEAN SHORES, Wash. — The 350 children at Ocean Shores Elementary School have practiced their earthquake survival plans, dropping under desks to ride out the convulsions, then racing upstairs to the second floor to await the coming tsunami.",1
1833,"WASHINGTON — After meeting with the leader of Germany, President Biden said on Monday that a lucrative gas pipeline project connecting Russia and Germany would not go forward if Moscow were to invade Ukraine.",1
1834,"They also, inadvertently, signaled what could turn out to be an extraordinarily important revival: of an older generation fully rejoining the fight for a working future.",1
1835,"SÃO PAULO, Brazil — Every day, I have the same wish: that my 3½-year-old daughter can get her Covid-19 vaccine.",1
1836,The White House on Monday released a report outlining several dozen steps it intends to take to promote union membership and collective bargaining among both public and private sector employees.,1
1838,"He was released from the Clark County Detention Center later that day after posting a $5,000 bond, and his next court date is scheduled for March 8, according to a jail official.",1
1839,Ned Lamont recommended Monday that the statewide mask mandate end on that date.,1
1840,WASHINGTON — The Internal Revenue Service plans to stop using facial recognition software to identify taxpayers seeking access to their accounts on the agency’s website amid concerns over privacy and data security.,1
1841,"The company has also added several gift assortments for Valentine’s Day (on sale until Feb. 28, $59.99 for two coffees, 16 ounces each, with mugs).",1
1842,"Casey Dawson, a 21-year-old speedskater for the United States, is on his way to Beijing after testing requirements kept him in Salt Lake City as the Games got underway last week.",1
1843,"Peter Thiel, one of the longest-serving board members of Meta, the parent of Facebook, plans to step down, the company said on Monday.",1
1844,"A growing number of governments, politicians and top health officials are saying it’s time to start “living with the virus.”",1
1845,"The U.S. broadcast coverage of the 2022 Winter Games continues on Monday with men’s figuring skating, women’s hockey and big air skiing.",1
1846,MOSCOW — President Vladimir V. Putin said he was prepared to keep negotiating over Russia’s security demands in Eastern Europe but offered a stark warning over the possibility of a full-scale war between Russia and the West — using a five-hour meeting with his French counterpart on Monday to keep the world guessing about his intentions.,1
1847,"President Emmanuel Macron of France traveled to Moscow to meet with President Vladimir V. Putin of Russia, amid mounting Western fears that Russia could attack neighboring Ukraine in the coming weeks.",1
1849,Demand for electric cars is so strong that manufacturers are requiring buyers to put down deposits months in advance.,1
1850,"TOKYO — SoftBank announced on Tuesday that it had edged back into profitability, while also confirming that it will seek to take public one of its prize holdings, the chip designer Arm, after the collapse of a hoped-for sale to Nvidia, the Silicon Valley semiconductor manufacturer.",1
1851,"KYIV, Ukraine — President Emmanuel Macron of France said on Tuesday that the Ukraine crisis could take months to resolve, but that his shuttle diplomacy this week between Russia and Ukraine had raised hopes of stabilizing the situation.",1
1852,"But the rapid-fire spread of the Omicron variant has infected tens of millions of Americans and even more worldwide, and has the organizers of some big events changing plans.",1
1853,"WASHINGTON — A broad and bipartisan group of senators is coalescing around legislation to create a high-level independent commission, modeled after the one that examined the Sept. 11 attacks, with broad powers to investigate the origins of the coronavirus pandemic and the response across the Trump and Biden administrations.",1
1854,"Reporters from The Times are joining athletes from around the world as they descend on Beijing for the 2022 Winter Olympics, where they are encountering the strictest and most wide-ranging health requirements ever attempted at an Olympic Games.",1
1855,But the owls are increasingly on a collision course with humanity.,1
1856,Local groups are hoping to rejuvenate two historic train halls that have been off limits for decades.,1
1857,"HASAKA, Syria — A U.S.-backed militia in Syria delivered a surrender-or-die ultimatum on Friday to dozens of Islamic State fighters holding out in a prison a week after they attacked it, saying they would face an all-out military assault if they did not give themselves up.",1
1858,"Following renewed scrutiny in recent years over the sexual abuse allegations against Woody Allen brought by his adopted daughter, it was unclear whether Allen’s latest film, “Rifkin’s Festival,” would get a U.S. theatrical release.",1
1859,"I’d like to make bún kèn this weekend and to eat it as it’s served on Phu Quoc, Vietnam’s largest island: for breakfast.",1
1860,"Your sneak preview of books in translation coming out in 2022, updated each season.",1
1861,"Rory Smith subs off this week for James Wagner, who will be reporting on the United States men’s national team around its World Cup qualifying match at Canada on Sunday.",1
1862,"Lawyers for the family of Halyna Hutchins, the cinematographer fatally shot by Alec Baldwin on the set of the movie “Rust” last year, filed a petition this week to appoint a representative for Hutchins’s estate who will consider whether to file a wrongful-death lawsuit.",1
1863,There was optimism in the industry that the trend would continue through the winter months.,1
1864,"And while inflation is still rising fast, a few new polls suggest that Biden’s slump might not doom Democrats’ chances of hanging onto the Senate after all.",1
1865,People would probably go in for checkups more often.,1
1866,"A new stage production, adapted by Sandy Rustin from Jonathan Lynn’s screenplay, with additional material by Hunter Foster and Eric Price, may not be the out-and-out hoot the film is, but the show is a very fun, very silly 1950s-set whodunit that strikes some contemporary parallels on the way to its grand reveal.",1
1867,"ALBANY, N.Y. — When Mayor Eric Adams released a wide-ranging plan to tackle crime in New York City, one formidable obstacle became clear: He would need cooperation from all levels of government to attack the root causes of gun violence.",1
1868,"The leaders of France, Germany and Poland said there would be “far-reaching consequences” against Russia, but did not specify what those steps might be.",1
1869,"WASHINGTON — The House on Tuesday approved legislation to keep the government funded through mid-March, temporarily averting a shutdown as lawmakers struggle to reach a longer-term agreement on spending for federal agencies and departments for the remainder of the year.",1
1870,"The icy halfpipe yawned on the mountainside in Zhangjiakou, waiting to be awakened by the world’s best snowboarders on Wednesday at Genting Snow Park.",1
1871,"His immediate future in Major League Baseball, though, remains unclear.",1
1872,We’ll look at a turning point in New York’s pandemic response that Gov.,1
1874,"As with yesterday’s newsletter, today I’ll be walking you through some of the latest legislation that California lawmakers are considering adding to the books.",1
1877,"Microsoft on Wednesday kicked off a charm offensive in Washington to gain government approval for its $70 billion deal to buy the video game company Activision Blizzard, saying it would not give preferential treatment to its own games in its app stores.",1
1878,"Kathy Hochul announced on Wednesday that New York State would drop its stringent mask-or-vaccine mandate, which required businesses to demand proof of full vaccination or mask-wearing at all times in indoor public spaces.",1
1879,"The White House has been meeting with outside health experts to plan a pandemic exit strategy and a transition to a “new normal,” but the behind-the-scenes effort is crashing into a very public reality: A string of blue-state governors have gotten ahead of President Biden by suddenly abandoning their mask mandates.",1
1880,"WASHINGTON — An effort to strictly control stock ownership by members of Congress is gathering momentum on Capitol Hill for the first time in a decade, fueled by politically vulnerable lawmakers who recognize the potency of signaling to voters that they will act on the perceived corruption in Washington.",1
1881,"Today, we’re covering states relaxing mask mandates in schools and the likely end of President Biden’s plan for free community college.",1
1882,"BRUSSELS — As he engages in coercive diplomacy with the West, President Vladimir V. Putin of Russia faces a stark choice: He can move militarily to control Ukraine or preserve economic links to Europe.",1
1884,Now they are moving to lift mask mandates as the Omicron variant loosens its grip on the U.S.,1
1885,"Several states are moving to eliminate mask mandates as the number of reported coronavirus cases dips to its lowest level since December, when the highly contagious Omicron variant touched off a wave of cases.",1
1886,Commissioner Roger Goodell said in his annual news conference on Wednesday that the league would conduct the investigation with an “outside expert.”,1
1888,"New York, Massachusetts and Rhode Island today became the latest states to announce that they would do away with mask mandates.",1
1889,"The U.S. broadcast coverage of the 2022 Winter Games continues on Wednesday with men’s free skate, women’s snowboarding halfpipe final and curling.",1
1890,"WASHINGTON — The White House has been meeting with outside health experts to plan a pandemic exit strategy and a transition to a “new normal,” but the behind-the-scenes effort is crashing into a very public reality: A string of blue-state governors have gotten ahead of President Biden by suddenly abandoning their mask mandates.",1
